"OBJECTID","Join_Count","Survey_to_Reef_Dist","TARGET_FID","SPECIES_CD","LIFE_STAGE","PRES","PRES2","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","StDev_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal","OBJECTID_1","Source_1","Zone_","GeoForm","GeoformDet","GeoformD_1","BioCover","BioCoverDe","PercentBio","PercentCor","CMECS_Geo","CMECS_Bio","ClassLv0","ClassLv1","ClassLv2","ClassLv3","ClassLv4","Shape_Leng","POLY_AREA","PERIMETER","PA_Ratio","NEAR_FID","NEAR_DIST","Patch_ID","Coral_Reef_and_Hardbottom","Not_Classified","Seagrass","Unconsolidated_Sediment","Reef_Dist"
375,1,0,994,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",285928.0517,122840.4023,1,5028.675293,-4.085393906,0.031052299,0.425262094,-0.070552826,0.006107564,-9,137,1.000003338,30.49770927,6.055837631,35.51097488,23.39237213,6.926282883,36.45779037,994,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",237.793278269,2321.57890173269,237.81150781484,0.102435246821614,6917,3.75870220024741,5904,138616.277156852,0,646779.575982692,0,2475
376,1,5.62562962719522,995,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",285835.2352,123825.7979,3,4562.106934,-6.255646706,0.107760824,1.491453528,-0.373908997,-0.027101269,605,64,1.000040174,30.4927578,6.052018166,35.51097488,23.3685627,6.922466755,36.54063797,995,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",135.132071705,777.850195822012,135.225497915225,0.17384516792764,7199,4.36332983980879,5925,105845.761568079,0,678188.801184357,1361.61224116869,1938.20849609375
377,1,0,998,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",287166.4332,124685.2205,1,5690.777832,-8.178020477,0.043853264,0.588162363,0.146911621,-0.031847909,605,64,1.000012755,30.49977493,6.06187582,35.51097488,23.50462151,6.910586834,36.43808365,998,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",155.322171697,1684.87257357535,155.305919677421,0.0921766560350954,6371,13.1730678961871,7114,214127.045790526,0,520033.483445157,51235.2753668767,259.558441162109
378,1,0,999,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",287156.5846,124653.0286,1,5695.275391,-8.881639481,0.221948087,3.032508373,-0.72650528,0.052107409,-9,-8,1.000259638,30.49988747,6.061803341,35.51097488,23.50367928,6.910835743,36.43714142,999,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",155.322171697,1684.87257357535,155.305919677421,0.0921766560350954,6371,13.1730678961871,7114,205726.71675903,0,527784.321381702,51884.9271382708,287.842712402344
379,1,0,1021,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",281694.9656,108945.0085,1,7617.26416,-8.456256866,0.066297576,0.854113638,0.48330307,0.404238373,-9,-8,1.000053644,30.40773964,6.13110733,35.51097488,23.53618813,6.899967194,36.24715424,1021,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",140.497120368,1304.57862686985,140.382776839949,0.107607754679209,5526,9.72750283540527,5527,140143.810521393,0,233233.614798313,412018.59962009,2417.97509765625
380,1,0,1022,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",281697.1605,108915.1106,1,7634.690918,-9.263148308,0.072429955,0.992865205,-0.02961731,0.076678582,-9,-8,1.000012398,30.40715027,6.131354809,35.51097488,23.53824615,6.899869919,36.24732208,1022,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",71.6416970916,381.261535359997,71.4637565206816,0.187440247422819,5527,9.72750283540527,5526,131675.89600753,0,243331.249076643,410389.14928998,2400.54858398438
381,1,0,1098,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",261958.6036,77916.98206,1,6839.873535,-4.075223446,0.016115896,0.226082772,-0.018426895,0.0113725,-9,137,1.000000477,30.19942665,6.168694973,35.67557144,23.82386971,6.842278481,36.36743927,1098,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",4352.07555425,278420.457247646,4351.73912295667,0.0156300983267402,1172,114.599845898923,1125,253382.186562557,0,532013.995041722,0,2392.59448242188
382,1,0,1099,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",261955.4706,77940.23024,1,6824.518066,-3.957695484,0.010149499,0.133929431,-0.023628235,-0.014314113,-9,137,1.000000477,30.20045471,6.168579578,35.67500305,23.82164574,6.842327118,36.3690834,1099,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reefs",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",4352.07555425,278420.457247646,4351.73912295667,0.0156300983267402,1172,114.599845898923,1125,242081.232204084,0,542752.227084928,562.642836105862,2419.66552734375
383,1,0,1100,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",264261.5802,77926.512,1,9135.731445,-8.664067268,0.163618669,1.978090167,1.406604767,0.687376916,605,-8,1.000402093,30.07102013,6.182703018,35.56642532,23.76778793,6.892714977,36.31666946,1100,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",484.07266455,12592.3635746491,484.082665671533,0.0384425578885036,1116,26.3931632358087,1117,141727.862398047,0,635977.457338193,7691.24051126565,646.629516601562
384,1,6.11156721444038,1107,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",278792.1093,106842.8382,5,5589.184082,-7.136425018,0.238902882,3.294769049,-0.82600975,-0.566254914,-9,-8,1.000249863,30.42893028,6.134368896,35.5130043,23.39424706,6.921777725,36.2700386,1107,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",153.749297874,1614.24292823453,153.561761159794,0.0951292760673526,5210,45.4863730350419,5211,241172.260078184,0,382062.924613891,162160.689754149,1020.20812988281
385,1,0,1108,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",270871.2819,87766.19142,1,7378.935547,-6.013299942,0.403432757,5.511377335,1.799873352,0.443420023,605,137,1.000673175,30.15529251,6.183463573,35.58289337,23.58696747,6.888541698,36.44188309,1108,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",832.654769962,46844.9225688189,832.457795516055,0.0177705021135025,5118,10.4512159724226,5651,118920.823747763,0,286311.88844717,380163.62662406,1483.52819824219
386,1,0,1109,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",270272.2056,86403.85865,1,7478.813965,-4.69666338,0.389711738,5.323063374,0.515016556,0.144381315,605,209,1.000229955,30.08838272,6.193898201,35.63169098,23.57044411,6.884894371,36.40518188,1109,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,199973.376170307,0,199655.479390942,385767.154298142,967.279235839844
387,1,0,1110,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",270246.7055,86459.1152,1,7426.032227,-3.064422607,0.182110295,2.507651806,-0.710266113,-0.293586016,1220,282,1.000127316,30.09280586,6.193322182,35.62888336,23.56770515,6.885124207,36.40693665,1110,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1439.31652251,78229.6249052707,1439.22503675625,0.0183974426376073,5655,15.2240721081708,5122,186577.516013998,0,224201.977331434,374616.745987898,1034.70568847656
388,1,0,1142,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",280231.0219,103491.314,1,8792.413086,-11.41299152,0.101965509,1.425252438,-0.244823456,-0.063859574,605,-8,1.000012994,30.34086418,6.164736748,35.60513687,23.70025063,6.895774841,36.448246,1142,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",560.131072507,12003.6044348,559.629551480997,0.0466217921892328,5682,4.08388608696812,5681,272825.211923395,0,110155.81911888,402415.116876964,769.705627441406
389,1,0,1143,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",280240.1338,103483.6134,1,8801.555664,-11.58281136,0.094948918,1.29825151,0.491840363,0.127590954,605,-81,1.000041723,30.34045792,6.164768219,35.60564804,23.70134163,6.895663261,36.44787216,1143,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Unknown",NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",560.131072507,12003.6044348,559.629551480997,0.0466217921892328,5682,4.08388608696812,5681,274199.923240023,0,108037.275913113,403159.152233519,781.776672363281
390,1,0,1148,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",167914.4491,29776.33075,1,4862.594238,-10.1672802,0.079472616,1.092545986,-0.348880768,-0.164234772,-9,64,1.000020146,30.43045807,6.104586124,35.58335114,24.35036469,6.893283844,36.03313446,1148,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",623.238162703,24088.9753481475,623.348605954485,0.025876924898029,78,39.3340630591309,146,71718.5744532506,0,207743.15249506,505933.772789402,3335.41625976562
391,1,11.0803860618856,1149,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",167866.9808,29831.8212,5,4788.955078,-9.578168869,0.030121364,0.407936782,0.218975067,0.096014053,-9,137,1.00000751,30.43035126,6.104556084,35.57884216,24.35213661,6.894086838,36.03214645,1149,"Keys NOAA","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",273.008962786,5302.10087756039,272.997210410382,0.0514884979962874,146,39.3340630591309,78,72778.2626555878,0,267750.186063723,444868.080370241,3371.77661132812
392,1,5.76790694446201,1150,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",185598.3673,35194.0733,5,5565.25,-10.02744389,0.008963752,0.124109797,-0.041435242,-0.023952106,-9,-8,1.000000358,30.54558182,6.081065655,35.5538826,23.99593735,6.910866737,35.78645706,1150,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","0%-10%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",171.664674365,1809.80076023302,171.697552883544,0.0948709695875234,852,16.1363673438007,853,24400.0577597654,0,426778.252086308,334218.591559634,3390.62451171875
393,1,0.573158628739798,1151,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",185626.7339,35216.19626,5,5534.894531,-10.02459526,0.017751988,0.248320058,0.014011383,-0.001620384,-9,-8,1.000000119,30.54607391,6.080982685,35.55444336,23.99603462,6.910786629,35.78651047,1151,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","0%-10%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",171.664674365,1809.80076023302,171.697552883544,0.0948709695875234,852,16.1363673438007,853,24018.4996536993,0,446326.977891834,315051.469641047,3420.97973632812
394,1,0,1152,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",192854.1941,36842.1193,1,3569.259521,-5.849495888,0.055336315,0.766164482,-0.166585922,-0.040763974,-9,282,1.000007272,30.57399559,6.074977875,35.51097488,23.88128662,6.927721024,35.81757736,1152,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",299.884886256,5493.99497790891,299.92972055696,0.0545922815297362,561,10.2886883736428,1002,173342.697495948,0,482415.354099347,129638.394802412,2618.39135742188
395,1,0,1153,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",192839.0066,36832.15859,1,3573.046387,-5.7314744,0.040940672,0.567985177,-0.005386353,0.028813541,-9,282,1.000003576,30.57386398,6.074981689,35.51097488,23.8819313,6.927596569,35.81783676,1153,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",299.884886256,5493.99497790891,299.92972055696,0.0545922815297362,561,10.2886883736428,1002,172900.049043526,0,483061.002372369,129435.677007746,2614.60473632812
396,1,0,1159,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",202500.4892,39853.22337,1,5214.665527,-7.79339695,0.043989152,0.602586567,0.148172379,0.003724452,-9,-8,1.000006676,30.5056057,6.116069794,35.83708572,23.73659325,6.903737545,36.03651428,1159,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",826.548314215,43927.5177936708,826.517410756165,0.0188154817815645,1077,365.713429679279,1080,51754.3204546711,0,656379.180766253,77262.7711585805,1131.37084960938
397,1,0,1160,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",202468.1142,39814.45093,1,5237.239258,-7.523027897,0.026545884,0.36449939,0.083452225,0.007084952,-9,64,1.000002027,30.50498581,6.116078377,35.83589554,23.73609352,6.90392971,36.03541565,1160,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",826.548314215,43927.5177936708,826.517410756165,0.0188154817815645,1077,365.713429679279,1080,46880.2864094019,0,665851.601545007,72664.6230125243,1143.08654785156
398,1,0,1202,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",243866.851,62769.03002,1,6274.568848,-5.557231903,0.028143605,0.381985694,0.092306137,-0.002470877,-9,137,1.000003695,30.56147575,6.107138157,35.51758575,24.25557137,6.910123348,36.21646118,1202,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",826.187107266,46123.7289186853,826.146888616392,0.0179115372495763,1503,595.543729223796,1192,51270.9304004857,0,468097.919833733,266027.381580274,3105.9189453125
399,1,0,1203,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",243858.9419,62714.72844,1,6327.498047,-5.998785496,0.066952139,0.936966121,-0.103517532,-0.0787469,-9,64,1.000002742,30.56017876,6.107112885,35.51683807,24.25728989,6.910656452,36.21399689,1203,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",826.187107266,46123.7289186853,826.146888616392,0.0179115372495763,1503,595.543729223796,1192,51270.9304004857,0,452319.688885687,281805.499286039,3088.13720703125
400,1,7.10584723751509,1208,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",203023.9311,38605.04257,5,6677.12793,-6.26412487,0.031025076,0.425228238,-0.128507614,-0.053148746,-9,64,1.00000298,30.45251656,6.123752117,35.84891129,23.78792572,6.881170273,36.04363632,1208,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1002.73072473,62652.3478132999,1002.53567624893,0.0160015659626423,1080,947.994408562875,1010,106089.50417555,0,451204.055854161,228102.341869613,263.492431640625
401,1,0,1209,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",203021.9046,38616.1183,1,6665.056641,-6.150856018,0.037379835,0.520232856,0.088508606,0.052024156,-9,64,1.000002384,30.45290947,6.123713493,35.84902191,23.78743172,6.881307602,36.04376602,1209,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",1002.73072473,62652.3478132999,1002.53567624893,0.0160015659626423,1080,947.994408562875,1010,107520.68529541,0,456105.648706144,221769.758452893,255.563491821289
402,1,0,1230,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",202683.1349,37278.04882,1,7866.294922,-8.479045868,0.080192216,1.10381186,-0.294826508,-0.090224385,-9,64,1.00001502,30.42956543,6.119635582,35.72468185,23.80479813,6.885968208,35.95907974,1230,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Aggregated Patch Reef",NA,NA,NA,NA,NA,"G_B_S_AP","B_R_S__S","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",605.727691963,16186.2207801573,605.332563705162,0.0373980172349583,1011,21.9614467399074,1012,75855.4133942838,364.857971595569,32557.3602164361,650003.410953277,288.994964599609
403,1,9.79347948143483,1256,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",153604.8316,26356.35902,4,4794.213379,-9.164458275,0.010674313,0.141021907,0.016647339,-0.008816863,-9,64,1.000000596,30.40428352,6.107085228,35.51097488,24.5372467,6.916316986,36.02153778,1256,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",267.510809175,2755.1234578628,267.565179985396,0.0971154955767212,182,40.1399955174437,180,88014.5934412946,0,697382.157706809,0,3586.06591796875
404,1,0,1257,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",155047.2356,27915.61884,1,3832.751953,-8.355879784,0.006203392,0.082719103,-0.035686493,-0.011551131,-9,-8,1.000000358,30.41091347,6.107730865,35.51097488,24.62661362,6.906184196,36.02742767,1257,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",148.892960379,1639.64560302752,148.908590808257,0.0908175465071874,702,192.006664722475,772,18391.0505914423,0,747801.503353046,19203.9338122195,4955
405,1,0,1258,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",155043.2164,27925.60052,1,3820.680908,-8.339603424,0.010707899,0.149599984,-0.018100739,-0.008474119,-9,-8,1.000000119,30.41100883,6.107676029,35.51097488,24.62676811,6.906204224,36.02701569,1258,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",148.892960379,1639.64560302752,148.908590808257,0.0908175465071874,702,192.006664722475,772,18348.5363327638,0,748003.871346194,19044.2300934971,4965
406,1,0,1260,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",161607.8128,28816.45598,1,3723.919189,-8.499866486,0.022406841,0.306235641,-0.004062653,0.006256578,-9,137,1.000000715,30.41492271,6.111701012,35.51097488,24.63969421,6.889577389,36.11196518,1260,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",478.321173472,9978.73611352878,478.359166834739,0.0479378511860033,717,52.4920410844841,60,74051.2798905442,0,616698.317472073,94646.2430097123,4445
407,1,0,1261,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",162147.7499,26253.04202,1,6497.695313,-7.617464542,0.018073101,0.252186835,0.022575378,0.001913151,-9,137,1.000000238,30.39883041,6.116458416,35.55714035,24.54729652,6.871130943,36.12655258,1261,"Unified Patch Reef Map v1.3",NA,"Coral Reef and Hardbottom","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",201.098929567,2862.91865814731,200.992364502725,0.0702054052184611,304,561.591000542472,952,21486.9934891034,0,315068.550867277,448840.840159011,1730
408,1,0,1280,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",277624.5731,112493.6742,1,2173.746826,-4.600959778,0.001558373,0.021711882,-0.008119583,-0.002475683,-9,-8,0.99999994,30.48763275,6.034845352,35.53973389,22.93054008,6.948926926,35.99382782,1280,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",847.91549806,7850.4764210383,848.047270387821,0.108024943316199,5071,85.8950511636125,1841,262213.699518388,0,523182.842386913,0,5584.55859375
409,1,0,1281,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",277624.5731,112493.6742,1,2173.746826,-4.600959778,0.001558373,0.021711882,-0.008119583,-0.002475683,-9,-8,0.99999994,30.48763275,6.034845352,35.53973389,22.93054008,6.948926926,35.99382782,1281,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",847.91549806,7850.4764210383,848.047270387821,0.108024943316199,5071,85.8950511636125,1841,262213.699518388,0,523182.842386913,0,5584.55859375
